lock_instant, curr_pio, prio_inherit
1.250000, 0, 2
15.250000, 0, 2
25.250000, 0, 2
39.250000, 0, 2
49.250000, 0, 2
61.250000, 0, 2
73.250000, 0, 2
85.250000, 0, 2
97.250000, 0, 2
109.250000, 0, 2
121.250000, 0, 2
135.250000, 0, 2
145.250000, 0, 2
159.250000, 0, 2
169.250000, 0, 2
181.250000, 0, 2
193.250000, 0, 2
205.250000, 0, 2
217.250000, 0, 2
229.250000, 0, 2
241.250000, 0, 2
